distance_m,angle_deg,rpm,launch_speed_mps
2.82,50,1500,17.48
2.82,55,900,11.022
2.82,55,950,11.022
2.82,55,1000,11.022
2.82,55,1050,11.022
2.82,55,1100,11.022
2.82,55,1150,11.022
2.82,55,1200,11.022
2.82,55,1250,11.022
2.82,55,1300,11.022
2.82,55,1350,11.022
2.82,55,1400,11.022
2.82,55,1450,11.022
2.82,55,1500,11.022
2.82,60,900,9.225
2.82,60,950,9.225
2.82,60,1000,9.225
2.82,60,1050,9.225
2.82,60,1100,9.225
2.82,60,1150,9.225
2.82,60,1200,9.225
2.82,60,1250,9.225
2.82,60,1300,9.225
2.82,60,1350,9.225
2.82,60,1400,9.225
2.82,60,1450,9.225
2.82,60,1500,9.225
2.91,50,900,15.523
2.91,50,950,15.523
2.91,50,1000,15.523
2.91,50,1050,15.523
2.91,50,1100,15.523
2.91,50,1150,15.523
2.91,50,1200,15.523
2.91,50,1250,15.523
2.91,50,1300,15.523
2.91,50,1350,15.523
2.91,50,1400,15.523
2.91,50,1450,15.523
2.91,50,1500,15.523
2.91,55,900,10.688
2.91,55,950,10.688
2.91,55,1000,10.688
2.91,55,1050,10.688
2.91,55,1100,10.688
2.91,55,1150,10.688
2.91,55,1200,10.688
2.91,55,1250,10.688
2.91,55,1300,10.688
2.91,55,1350,10.688
2.91,55,1400,10.688
2.91,55,1450,10.688
2.91,55,1500,10.688
2.91,60,900,9.137
2.91,60,950,9.137
2.91,60,1000,9.137
2.91,60,1050,9.137
2.91,60,1100,9.137
2.91,60,1150,9.137
2.91,60,1200,9.137
2.91,60,1250,9.137
2.91,60,1300,9.137
2.91,60,1350,9.137
2.91,60,1400,9.137
2.91,60,1450,9.137
2.91,60,1500,9.137
3.0,50,900,14.262
3.0,50,950,14.262
3.0,50,1000,14.262
3.0,50,1050,14.262
3.0,50,1100,14.262
3.0,50,1150,14.262
3.0,50,1200,14.262
3.0,50,1250,14.262
3.0,50,1300,14.262
3.0,50,1350,14.262
3.0,50,1400,14.262
3.0,50,1450,14.262
3.0,50,1500,14.262
3.0,55,900,10.426
3.0,55,950,10.426
3.0,55,1000,10.426
3.0,55,1050,10.426
3.0,55,1100,10.426
3.0,55,1150,10.426
3.0,55,1200,10.426
3.0,55,1250,10.426
3.0,55,1300,10.426
3.0,55,1350,10.426
3.0,55,1400,10.426
3.0,55,1450,10.426
3.0,55,1500,10.426
3.0,60,900,9.071
3.0,60,950,9.071
3.0,60,1000,9.071
3.0,60,1050,9.071
3.0,60,1100,9.071
3.0,60,1150,9.071
3.0,60,1200,9.071
3.0,60,1250,9.071
3.0,60,1300,9.071
3.0,60,1350,9.071
3.0,60,1400,9.071
3.0,60,1450,9.071
3.0,60,1500,9.071
3.09,45,900,47.864
3.09,45,950,47.864
3.09,45,1000,47.864
3.09,45,1050,47.864
3.09,45,1100,47.864
3.09,45,1150,47.864
3.09,45,1200,47.864
3.09,45,1250,47.864
3.09,45,1300,47.864
3.09,45,1350,47.864
3.09,45,1400,47.864
3.09,45,1450,47.864
3.09,45,1500,47.864
3.09,50,900,13.379
3.09,50,950,13.379
3.09,50,1000,13.379
3.09,50,1050,13.379
3.09,50,1100,13.379
3.09,50,1150,13.379
3.09,50,1200,13.379
3.09,50,1250,13.379
3.09,50,1300,13.379
3.09,50,1350,13.379
3.09,50,1400,13.379
3.09,50,1450,13.379
3.09,50,1500,13.379
3.09,55,900,10.218
3.09,55,950,10.218
3.09,55,1000,10.218
3.09,55,1050,10.218
3.09,55,1100,10.218
3.09,55,1150,10.218
3.09,55,1200,10.218
3.09,55,1250,10.218
3.09,55,1300,10.218
3.09,55,1350,10.218
3.09,55,1400,10.218
3.09,55,1450,10.218
3.09,55,1500,10.218
3.09,60,900,9.021
3.09,60,950,9.021
3.09,60,1000,9.021
3.09,60,1050,9.021
3.09,60,1100,9.021
3.09,60,1150,9.021
3.09,60,1200,9.021
3.09,60,1250,9.021
3.09,60,1300,9.021
3.09,60,1350,9.021
3.09,60,1400,9.021
3.09,60,1450,9.021
3.09,60,1500,9.021
3.18,45,900,27.449
3.18,45,950,27.449
3.18,45,1000,27.449
3.18,45,1050,27.449
3.18,45,1100,27.449
3.18,45,1150,27.449
3.18,45,1200,27.449
3.18,45,1250,27.449
3.18,45,1300,27.449
3.18,45,1350,27.449
3.18,45,1400,27.449
3.18,45,1450,27.449
3.18,45,1500,27.449
3.18,50,900,12.727
3.18,50,950,12.727
3.18,50,1000,12.727
3.18,50,1050,12.727
3.18,50,1100,12.727
3.18,50,1150,12.727
3.18,50,1200,12.727
3.18,50,1250,12.727
3.18,50,1300,12.727
3.18,50,1350,12.727
3.18,50,1400,12.727
3.18,50,1450,12.727
3.18,50,1500,12.727
3.18,55,900,10.051
3.18,55,950,10.051
3.18,55,1000,10.051
3.18,55,1050,10.051
3.18,55,1100,10.051
3.18,55,1150,10.051
3.18,55,1200,10.051
3.18,55,1250,10.051
3.18,55,1300,10.051
3.18,55,1350,10.051
3.18,55,1400,10.051
3.18,55,1450,10.051
3.18,55,1500,10.051
3.18,60,900,8.984
3.18,60,950,8.984
3.18,60,1000,8.984
3.18,60,1050,8.984
3.18,60,1100,8.984
3.18,60,1150,8.984
3.18,60,1200,8.984
3.18,60,1250,8.984
3.18,60,1300,8.984
3.18,60,1350,8.984
3.18,60,1400,8.984
3.18,60,1450,8.984
3.18,60,1500,8.984
3.27,45,900,21.72
3.27,45,950,21.72
3.27,45,1000,21.72
3.27,45,1050,21.72
3.27,45,1100,21.72
3.27,45,1150,21.72
3.27,45,1200,21.72
3.27,45,1250,21.72
3.27,45,1300,21.72
3.27,45,1350,21.72
3.27,45,1400,21.72
3.27,45,1450,21.72
3.27,45,1500,21.72
3.27,50,900,12.229
3.27,50,950,12.229
3.27,50,1000,12.229
3.27,50,1050,12.229
3.27,50,1100,12.229
3.27,50,1150,12.229
3.27,50,1200,12.229
3.27,50,1250,12.229
3.27,50,1300,12.229
3.27,50,1350,12.229
3.27,50,1400,12.229
3.27,50,1450,12.229
3.27,50,1500,12.229
3.27,55,900,9.916
3.27,55,950,9.916
3.27,55,1000,9.916
3.27,55,1050,9.916
3.27,55,1100,9.916
3.27,55,1150,9.916
3.27,55,1200,9.916
3.27,55,1250,9.916
3.27,55,1300,9.916
3.27,55,1350,9.916
3.27,55,1400,9.916
3.27,55,1450,9.916
3.27,55,1500,9.916
3.27,60,900,8.958
3.27,60,950,8.958
3.27,60,1000,8.958
3.27,60,1050,8.958
3.27,60,1100,8.958
3.27,60,1150,8.958
3.27,60,1200,8.958
3.27,60,1250,8.958
3.27,60,1300,8.958
3.27,60,1350,8.958
3.27,60,1400,8.958
3.27,60,1450,8.958
3.27,60,1500,8.958
3.36,45,900,18.812
3.36,45,950,18.812
3.36,45,1000,18.812
3.36,45,1050,18.812
3.36,45,1100,18.812
3.36,45,1150,18.812
3.36,45,1200,18.812
3.36,45,1250,18.812
3.36,45,1300,18.812
3.36,45,1350,18.812
3.36,45,1400,18.812
3.36,45,1450,18.812
3.36,45,1500,18.812
3.36,50,900,11.837
3.36,50,950,11.837
3.36,50,1000,11.837
3.36,50,1050,11.837
3.36,50,1100,11.837
3.36,50,1150,11.837
3.36,50,1200,11.837
3.36,50,1250,11.837
3.36,50,1300,11.837
3.36,50,1350,11.837
3.36,50,1400,11.837
3.36,50,1450,11.837
3.36,50,1500,11.837
3.36,55,900,9.807
3.36,55,950,9.807
3.36,55,1000,9.807
3.36,55,1050,9.807
3.36,55,1100,9.807
3.36,55,1150,9.807
3.36,55,1200,9.807
3.36,55,1250,9.807
3.36,55,1300,9.807
3.36,55,1350,9.807
3.36,55,1400,9.807
3.36,55,1450,9.807
3.36,55,1500,9.807
3.36,60,900,8.942
3.36,60,950,8.942
3.36,60,1000,8.942
3.36,60,1050,8.942
3.36,60,1100,8.942
3.36,60,1150,8.942
3.36,60,1200,8.942
3.36,60,1250,8.942
3.36,60,1300,8.942
3.36,60,1350,8.942
3.36,60,1400,8.942
3.36,60,1450,8.942
3.36,60,1500,8.942
3.45,45,900,17.011
3.45,45,950,17.011
3.45,45,1000,17.011
3.45,45,1050,17.011
3.45,45,1100,17.011
3.45,45,1150,17.011
3.45,45,1200,17.011
3.45,45,1250,17.011
3.45,45,1300,17.011
3.45,45,1350,17.011
3.45,45,1400,17.011
3.45,45,1450,17.011
3.45,45,1500,17.011
3.45,50,900,11.523
3.45,50,950,11.523
3.45,50,1000,11.523
3.45,50,1050,11.523
3.45,50,1100,11.523
3.45,50,1150,11.523
3.45,50,1200,11.523
3.45,50,1250,11.523
3.45,50,1300,11.523
3.45,50,1350,11.523
3.45,50,1400,11.523
3.45,50,1450,11.523
3.45,50,1500,11.523
3.45,55,900,9.719
3.45,55,950,9.719
3.45,55,1000,9.719
3.45,55,1050,9.719
3.45,55,1100,9.719
3.45,55,1150,9.719
3.45,55,1200,9.719
3.45,55,1250,9.719
3.45,55,1300,9.719
3.45,55,1350,9.719
3.45,55,1400,9.719
3.45,55,1450,9.719
3.45,55,1500,9.719
3.45,60,900,8.934
3.45,60,950,8.934
3.45,60,1000,8.934
3.45,60,1050,8.934
3.45,60,1100,8.934
3.45,60,1150,8.934
3.45,60,1200,8.934
3.45,60,1250,8.934
3.45,60,1300,8.934
3.45,60,1350,8.934
3.45,60,1400,8.934
3.45,60,1450,8.934
3.45,60,1500,8.934
3.55,45,900,15.776
3.55,45,950,15.776
3.55,45,1000,15.776
3.55,45,1050,15.776
3.55,45,1100,15.776
3.55,45,1150,15.776
3.55,45,1200,15.776
3.55,45,1250,15.776
3.55,45,1300,15.776
3.55,45,1350,15.776
3.55,45,1400,15.776
3.55,45,1450,15.776
3.55,45,1500,15.776
3.55,50,900,11.268
3.55,50,950,11.268
3.55,50,1000,11.268
3.55,50,1050,11.268
3.55,50,1100,11.268
3.55,50,1150,11.268
3.55,50,1200,11.268
3.55,50,1250,11.268
3.55,50,1300,11.268
3.55,50,1350,11.268
3.55,50,1400,11.268
3.55,50,1450,11.268
3.55,50,1500,11.268
3.55,55,900,9.648
3.55,55,950,9.648
3.55,55,1000,9.648
3.55,55,1050,9.648
3.55,55,1100,9.648
3.55,55,1150,9.648
3.55,55,1200,9.648
3.55,55,1250,9.648
3.55,55,1300,9.648
3.55,55,1350,9.648
3.55,55,1400,9.648
3.55,55,1450,9.648
3.55,55,1500,9.648
3.55,60,900,8.933
3.55,60,950,8.933
3.55,60,1000,8.933
3.55,60,1050,8.933
3.55,60,1100,8.933
3.55,60,1150,8.933
3.55,60,1200,8.933
3.55,60,1250,8.933
3.55,60,1300,8.933
3.55,60,1350,8.933
3.55,60,1400,8.933
3.55,60,1450,8.933
3.55,60,1500,8.933
3.64,40,900,294.845
3.64,40,950,294.845
3.64,40,1000,294.845
3.64,40,1050,294.845
3.64,40,1100,294.845
3.64,40,1150,294.845
3.64,40,1200,294.845
3.64,40,1250,294.845
3.64,40,1300,294.845
3.64,40,1350,294.845
3.64,40,1400,294.845
3.64,40,1450,294.845
3.64,40,1500,294.845
3.64,45,900,14.874
3.64,45,950,14.874
3.64,45,1000,14.874
3.64,45,1050,14.874
3.64,45,1100,14.874
3.64,45,1150,14.874
3.64,45,1200,14.874
3.64,45,1250,14.874
3.64,45,1300,14.874
3.64,45,1350,14.874
3.64,45,1400,14.874
3.64,45,1450,14.874
3.64,45,1500,14.874
3.64,50,900,11.058
3.64,50,950,11.058
3.64,50,1000,11.058
3.64,50,1050,11.058
3.64,50,1100,11.058
3.64,50,1150,11.058
3.64,50,1200,11.058
3.64,50,1250,11.058
3.64,50,1300,11.058
3.64,50,1350,11.058
3.64,50,1400,11.058
3.64,50,1450,11.058
3.64,50,1500,11.058
3.64,55,900,9.591
3.64,55,950,9.591
3.64,55,1000,9.591
3.64,55,1050,9.591
3.64,55,1100,9.591
3.64,55,1150,9.591
3.64,55,1200,9.591
3.64,55,1250,9.591
3.64,55,1300,9.591
3.64,55,1350,9.591
3.64,55,1400,9.591
3.64,55,1450,9.591
3.64,55,1500,9.591
3.64,60,900,8.937
3.64,60,950,8.937
3.64,60,1000,8.937
3.64,60,1050,8.937
3.64,60,1100,8.937
3.64,60,1150,8.937
3.64,60,1200,8.937
3.64,60,1250,8.937
3.64,60,1300,8.937
3.64,60,1350,8.937
3.64,60,1400,8.937
3.64,60,1450,8.937
3.64,60,1500,8.937
3.73,40,900,38.695
3.73,40,950,38.695
3.73,40,1000,38.695
3.73,40,1050,38.695
3.73,40,1100,38.695
3.73,40,1150,38.695
3.73,40,1200,38.695
3.73,40,1250,38.695
3.73,40,1300,38.695
3.73,40,1350,38.695
3.73,40,1400,38.695
3.73,40,1450,38.695
3.73,40,1500,38.695
3.73,45,900,14.185
3.73,45,950,14.185
3.73,45,1000,14.185
3.73,45,1050,14.185
3.73,45,1100,14.185
3.73,45,1150,14.185
3.73,45,1200,14.185
3.73,45,1250,14.185
3.73,45,1300,14.185
3.73,45,1350,14.185
3.73,45,1400,14.185
3.73,45,1450,14.185
3.73,45,1500,14.185
3.73,50,900,10.885
3.73,50,950,10.885
3.73,50,1000,10.885
3.73,50,1050,10.885
3.73,50,1100,10.885
3.73,50,1150,10.885
3.73,50,1200,10.885
3.73,50,1250,10.885
3.73,50,1300,10.885
3.73,50,1350,10.885
3.73,50,1400,10.885
3.73,50,1450,10.885
3.73,50,1500,10.885
3.73,55,900,9.546
3.73,55,950,9.546
3.73,55,1000,9.546
3.73,55,1050,9.546
3.73,55,1100,9.546
3.73,55,1150,9.546
3.73,55,1200,9.546
3.73,55,1250,9.546
3.73,55,1300,9.546
3.73,55,1350,9.546
3.73,55,1400,9.546
3.73,55,1450,9.546
3.73,55,1500,9.546
3.73,60,900,8.946
3.73,60,950,8.946
3.73,60,1000,8.946
3.73,60,1050,8.946
3.73,60,1100,8.946
3.73,60,1150,8.946
3.73,60,1200,8.946
3.73,60,1250,8.946
3.73,60,1300,8.946
3.73,60,1350,8.946
3.73,60,1400,8.946
3.73,60,1450,8.946
3.73,60,1500,8.946
3.82,40,900,28.145
3.82,40,950,28.145
3.82,40,1000,28.145
3.82,40,1050,28.145
3.82,40,1100,28.145
3.82,40,1150,28.145
3.82,40,1200,28.145
3.82,40,1250,28.145
3.82,40,1300,28.145
3.82,40,1350,28.145
3.82,40,1400,28.145
3.82,40,1450,28.145
3.82,40,1500,28.145
3.82,45,900,13.645
3.82,45,950,13.645
3.82,45,1000,13.645
3.82,45,1050,13.645
3.82,45,1100,13.645
3.82,45,1150,13.645
3.82,45,1200,13.645
3.82,45,1250,13.645
3.82,45,1300,13.645
3.82,45,1350,13.645
3.82,45,1400,13.645
3.82,45,1450,13.645
3.82,45,1500,13.645
3.82,50,900,10.74
3.82,50,950,10.74
3.82,50,1000,10.74
3.82,50,1050,10.74
3.82,50,1100,10.74
3.82,50,1150,10.74
3.82,50,1200,10.74
3.82,50,1250,10.74
3.82,50,1300,10.74
3.82,50,1350,10.74
3.82,50,1400,10.74
3.82,50,1450,10.74
3.82,50,1500,10.74
3.82,55,900,9.511
3.82,55,950,9.511
3.82,55,1000,9.511
3.82,55,1050,9.511
3.82,55,1100,9.511
3.82,55,1150,9.511
3.82,55,1200,9.511
3.82,55,1250,9.511
3.82,55,1300,9.511
3.82,55,1350,9.511
3.82,55,1400,9.511
3.82,55,1450,9.511
3.82,55,1500,9.511
3.82,60,900,8.959
3.82,60,950,8.959
3.82,60,1000,8.959
3.82,60,1050,8.959
3.82,60,1100,8.959
3.82,60,1150,8.959
3.82,60,1200,8.959
3.82,60,1250,8.959
3.82,60,1300,8.959
3.82,60,1350,8.959
3.82,60,1400,8.959
3.82,60,1450,8.959
3.82,60,1500,8.959
3.91,40,900,23.56
3.91,40,950,23.56
3.91,40,1000,23.56
3.91,40,1050,23.56
3.91,40,1100,23.56
3.91,40,1150,23.56
3.91,40,1200,23.56
3.91,40,1250,23.56
3.91,40,1300,23.56
3.91,40,1350,23.56
3.91,40,1400,23.56
3.91,40,1450,23.56
3.91,40,1500,23.56
3.91,45,900,13.21
3.91,45,950,13.21
3.91,45,1000,13.21
3.91,45,1050,13.21
3.91,45,1100,13.21
3.91,45,1150,13.21
3.91,45,1200,13.21
3.91,45,1250,13.21
3.91,45,1300,13.21
3.91,45,1350,13.21
3.91,45,1400,13.21
3.91,45,1450,13.21
3.91,45,1500,13.21
3.91,50,900,10.619
3.91,50,950,10.619
3.91,50,1000,10.619
3.91,50,1050,10.619
3.91,50,1100,10.619
3.91,50,1150,10.619
3.91,50,1200,10.619
3.91,50,1250,10.619
3.91,50,1300,10.619
3.91,50,1350,10.619
3.91,50,1400,10.619
3.91,50,1450,10.619
3.91,50,1500,10.619
3.91,55,900,9.484
3.91,55,950,9.484
3.91,55,1000,9.484
3.91,55,1050,9.484
3.91,55,1100,9.484
3.91,55,1150,9.484
3.91,55,1200,9.484
3.91,55,1250,9.484
3.91,55,1300,9.484
3.91,55,1350,9.484
3.91,55,1400,9.484
3.91,55,1450,9.484
3.91,55,1500,9.484
3.91,60,900,8.977
3.91,60,950,8.977
3.91,60,1000,8.977
3.91,60,1050,8.977
3.91,60,1100,8.977
3.91,60,1150,8.977
3.91,60,1200,8.977
3.91,60,1250,8.977
3.91,60,1300,8.977
3.91,60,1350,8.977
3.91,60,1400,8.977
3.91,60,1450,8.977
3.91,60,1500,8.977
4.0,40,900,20.892
4.0,40,950,20.892
4.0,40,1000,20.892
4.0,40,1050,20.892
4.0,40,1100,20.892
4.0,40,1150,20.892
4.0,40,1200,20.892
4.0,40,1250,20.892
4.0,40,1300,20.892
4.0,40,1350,20.892
4.0,40,1400,20.892
4.0,40,1450,20.892
4.0,40,1500,20.892
4.0,45,900,12.854
4.0,45,950,12.854
4.0,45,1000,12.854
4.0,45,1050,12.854
4.0,45,1100,12.854
4.0,45,1150,12.854
4.0,45,1200,12.854
4.0,45,1250,12.854
4.0,45,1300,12.854
4.0,45,1350,12.854
4.0,45,1400,12.854
4.0,45,1450,12.854
4.0,45,1500,12.854
4.0,50,900,10.518
4.0,50,950,10.518
4.0,50,1000,10.518
4.0,50,1050,10.518
4.0,50,1100,10.518
4.0,50,1150,10.518
4.0,50,1200,10.518
4.0,50,1250,10.518
4.0,50,1300,10.518
4.0,50,1350,10.518
4.0,50,1400,10.518
4.0,50,1450,10.518
4.0,50,1500,10.518
4.0,55,900,9.465
4.0,55,950,9.465
4.0,55,1000,9.465
4.0,55,1050,9.465
4.0,55,1100,9.465
4.0,55,1150,9.465
4.0,55,1200,9.465
4.0,55,1250,9.465
4.0,55,1300,9.465
4.0,55,1350,9.465
4.0,55,1400,9.465
4.0,55,1450,9.465
4.0,55,1500,9.465
4.0,60,900,8.997
4.0,60,950,8.997
4.0,60,1000,8.997
4.0,60,1050,8.997
4.0,60,1100,8.997
4.0,60,1150,8.997
4.0,60,1200,8.997
4.0,60,1250,8.997
4.0,60,1300,8.997
4.0,60,1350,8.997
4.0,60,1400,8.997
4.0,60,1450,8.997
4.0,60,1500,8.997
4.09,40,900,19.119
4.09,40,950,19.119
4.09,40,1000,19.119
4.09,40,1050,19.119
4.09,40,1100,19.119
4.09,40,1150,19.119
4.09,40,1200,19.119
4.09,40,1250,19.119
4.09,40,1300,19.119
4.09,40,1350,19.119
4.09,40,1400,19.119
4.09,40,1450,19.119
4.09,40,1500,19.119
4.09,45,900,12.559
4.09,45,950,12.559
4.09,45,1000,12.559
4.09,45,1050,12.559
4.09,45,1100,12.559
4.09,45,1150,12.559
4.09,45,1200,12.559
4.09,45,1250,12.559
4.09,45,1300,12.559
4.09,45,1350,12.559
4.09,45,1400,12.559
4.09,45,1450,12.559
4.09,45,1500,12.559
4.09,50,900,10.433
4.09,50,950,10.433
4.09,50,1000,10.433
4.09,50,1050,10.433
4.09,50,1100,10.433
4.09,50,1150,10.433
4.09,50,1200,10.433
4.09,50,1250,10.433
4.09,50,1300,10.433
4.09,50,1350,10.433
4.09,50,1400,10.433
4.09,50,1450,10.433
4.09,50,1500,10.433
4.09,55,900,9.453
4.09,55,950,9.453
4.09,55,1000,9.453
4.09,55,1050,9.453
4.09,55,1100,9.453
4.09,55,1150,9.453
4.09,55,1200,9.453
4.09,55,1250,9.453
4.09,55,1300,9.453
4.09,55,1350,9.453
4.09,55,1400,9.453
4.09,55,1450,9.453
4.09,55,1500,9.453
4.09,60,900,9.02
4.09,60,950,9.02
4.09,60,1000,9.02
4.09,60,1050,9.02
4.09,60,1100,9.02
4.09,60,1150,9.02
4.09,60,1200,9.02
4.09,60,1250,9.02
4.09,60,1300,9.02
4.09,60,1350,9.02
4.09,60,1400,9.02
4.09,60,1450,9.02
4.09,60,1500,9.02
4.18,40,900,17.846
4.18,40,950,17.846
4.18,40,1000,17.846
4.18,40,1050,17.846
4.18,40,1100,17.846
4.18,40,1150,17.846
4.18,40,1200,17.846
